Pressure,Temperature,fO2,SiO2,TiO2,Al2O3,FeO,MgO,CaO,Na2O,K2O,P2O5,MnO,H2O,Cr2O3,NiO,Failed
8237.46,1986.0,2.99,55.63,1.79,17.18,0.0,8.97,12.28,3.59,0.33,0.18,0.0,0.0,0.04,0.0,1.0
10318.1,1945.0,-1.41,42.76,0.06,2.89,8.77,35.29,9.37,0.27,0.04,0.05,0.0,0.0,0.49,0.0,1.0
7925.61,1949.0,3.42,50.58,1.42,17.79,8.61,5.14,12.91,3.13,0.26,0.15,0.0,0.0,0.0,0.0,1.0
10597.96,1952.0,2.04,52.2,1.81,15.98,8.03,6.19,10.68,3.53,1.26,0.32,0.0,0.0,0.0,0.0,1.0
3939.01,1953.0,3.26,51.68,0.86,12.38,8.44,11.74,8.52,2.66,1.33,0.23,0.0,1.42,0.74,0.0,1.0
5636.67,1961.0,1.55,50.86,1.89,14.54,10.66,7.25,11.81,2.69,0.15,0.15,0.0,0.0,0.0,0.0,1.0
9398.19,1965.0,-2.95,54.69,0.79,16.55,6.93,5.95,8.35,3.37,1.22,0.18,0.0,1.48,0.48,0.0,1.0
4151.54,1969.0,-2.26,51.03,1.71,14.21,12.3,6.52,11.92,2.2,0.1,0.0,0.0,0.0,0.0,0.0,1.0
7730.19,1979.0,2.0,44.68,0.01,0.48,7.75,41.05,5.97,0.05,0.0,0.01,0.0,0.0,0.0,0.0,1.0
1891.13,1982.0,-2.74,50.67,1.3,16.49,8.19,8.38,11.53,3.12,0.15,0.16,0.0,0.0,0.0,0.0,1.0
9985.5,1983.0,-2.48,51.98,0.66,17.4,0.0,10.18,13.34,2.79,0.11,0.19,0.0,3.29,0.05,0.0,1.0
9700.83,1993.0,-1.23,56.94,1.15,16.55,5.4,5.23,6.44,2.94,1.98,0.24,0.0,1.49,1.63,0.0,1.0
