,SiO2,TiO2,Al2O3,FeO,MgO,CaO,Na2O,K2O,P2O5,MnO,H2O,Cr2O3,NiO
788805.5493421,57.07309141297881,0.9551166254221181,16.899716617162785,3.7230056215433582,4.122595230138327,6.7735311700854295,3.7230056215433582,2.6801742039906378,0.2728904644063195,0.08771479213060268,1.4619132021767114,2.012676554190832,0.21456848423071018
2748802.7363436,61.70884160320814,1.1024662610533627,16.25406009659206,4.644017170454873,2.1463944905463705,4.419621382806844,4.351327012653096,3.375693153313837,0.43903523670266664,0.04878169296696296,1.4634507890088888,0.0,0.04631111069288917
885930.4965927,68.0,0.38,14.82,1.4728525295370105,1.29,2.01,2.31,8.56,0.11,0.04,1.0071474704629804,0.0,0.0
287612.6646063,59.9,0.58,17.63,3.88,2.78,5.95,4.32,2.26,0.23,0.08,1.6724944769666905,0.6844181072420944,0.033087415791213326
1695294.2091769,64.56,0.461,17.6,3.5,1.97,5.09,4.34,2.0,0.17,0.065,0.24399999999998556,0.0,0.0
359829.184357,70.64403652132718,0.4070843987876899,15.101838306245767,2.6907285871088775,0.7645243586988323,1.6680531462519976,3.3559640680546146,3.7431906912916855,0.08935998997778559,0.01985777555061902,1.4893331662964266,0.0,0.02602899040853382
207910.1710187,69.0,0.31,15.65,1.75,1.53,3.15,5.58,0.92,0.1,0.03,1.9799999999999898,0.0,0.0
346602.7753867,63.55,0.65,15.2,4.360312442906322,2.82,3.8,4.43,2.85,0.34,0.06,1.7011043167759932,0.10368839132272667,0.1348948489949466
568193.674720,63.30787497593223,0.19254219883191068,15.99062961299018,2.098709967267826,0.885694114626789,3.898979526346191,3.879725306463,1.3092869520569925,0.09627109941595534,0.057762659649573195,8.282523586419359,0.0,0.0
354493.8463081,64.05,0.52,17.82,3.6,1.88,5.22,5.16,1.47,0.24,0.04,0.0,0.0,0.0
240000.840631,47.23036588305393,0.9542994211572065,16.690920539966374,10.406545009951223,4.230975949271208,9.971683404670028,2.2086812774829876,0.17147567723918553,0.13419835610023215,0.22832359197608942,7.75236937585284,0.0,0.02016151327867434
100552.1712562,60.71931333256774,0.7911311183396448,17.45433029836841,4.760607145248875,1.8097124332019374,5.834591997754881,4.598449625349185,1.2064749554679584,0.21756105754340233,0.05933483387547336,2.5321328996213124,0.0,0.016360302661169637
929868.5660066,62.776838140126365,0.7933881597488326,15.86776319497665,1.6958671914631294,2.4793379992151015,5.752064158179035,3.4710731989011423,4.958675998430203,0.29752055990581217,0.0,1.487602799529061,0.3427558054937029,0.07711279403096591
1332650.5801063,50.863416002243675,1.7228254337112863,14.67406546736648,10.306903321447171,7.552385912897151,11.528907408149363,2.934813093473296,0.26042710044472933,0.0,0.1562562602668376,0.0,0.0,0.0
335849.1516476,64.19948110780604,0.3754933480216453,17.86557824271407,3.6758822490540015,1.56126181545842,5.158092833349969,4.110664020447485,1.235175486913307,0.1383396545342904,0.0,1.4822105842959683,0.14626313859449566,0.05155751881031425
402132.595753,63.10905571306623,0.22218238772386528,16.024904714583784,3.129068627111103,0.9627903468034162,2.351430270077574,4.277010963684407,1.0461087421998656,0.05554559693096632,0.03703039795397755,8.649388951391739,0.0,0.13548328847307237
964231.1072034,62.89459500777784,0.747035389483438,16.925488063463206,5.338919949060174,2.087510107061196,5.316019527298698,3.071921227782362,2.4016838689934827,0.25233638656783686,0.1107088494428059,0.13114889963698714,0.7226327234319738,0.0
6547491.5702998,49.8331573466952,0.8875096600127906,15.220280606196365,9.096568041678438,10.058442813478294,12.588355407537744,1.979044529223924,0.10201260459917134,0.07140882321941995,0.16322016735867415,0.0,0.0,0.0
